Participant_Identifier	Embryo_Number	Granular_Annotation_CURIE	General_Annotation_CURIE
8	13	ZP:0127724	ZP:0127724
11	3	normal	normal
11	25	normal	normal
11	2	Not Available	Not Available
11	4	Not Available	Not Available
11	5	Not Available	Not Available
11	6	Not Available	Not Available
11	9	Not Available	Not Available
11	13	Not Available	Not Available
11	17	Not Available	Not Available
11	22	Not Available	Not Available
11	16	ZP:0000043	ZP:0000943
11	6	ZP:0000054	ZP:0001609
11	16	ZP:0000054	ZP:0001609
11	19	ZP:0000054	ZP:0001609
11	22	ZP:0000054	ZP:0001609
11	26	ZP:0000100	ZP:0000100
11	2	ZP:0000102	ZP:0002676
11	5	ZP:0000102	ZP:0002676
11	6	ZP:0000102	ZP:0002676
11	13	ZP:0000102	ZP:0002676
11	14	ZP:0000102	ZP:0002676
11	18	ZP:0000102	ZP:0002676
11	19	ZP:0000102	ZP:0002676
11	22	ZP:0000102	ZP:0002676
11	23	ZP:0000102	ZP:0002676
11	4	ZP:0000107	ZP:0000107
11	17	ZP:0000107	ZP:0000107
11	22	ZP:0000107	ZP:0000107
11	13	ZP:0000122	ZP:0000624
11	18	ZP:0000122	ZP:0000624
11	6	ZP:0000306	ZP:0000306
11	22	ZP:0000306	ZP:0000306
11	6	ZP:0000398	ZP:0000398
11	16	ZP:0000398	ZP:0000398
11	22	ZP:0000398	ZP:0000398
11	10	ZP:0000473	ZP:0012799
11	13	ZP:0000473	ZP:0012799
11	16	ZP:0000473	ZP:0012799
11	2	ZP:0000624	ZP:0000624
11	4	ZP:0000916	ZP:0007203
11	6	ZP:0000916	ZP:0007203
11	13	ZP:0000916	ZP:0007203
11	14	ZP:0000916	ZP:0007203
11	15	ZP:0000916	ZP:0007203
11	16	ZP:0000916	ZP:0007203
11	22	ZP:0000916	ZP:0007203
11	23	ZP:0000916	ZP:0007203
11	17	ZP:0000916	ZP:0007203
11	16	ZP:0001130	ZP:0001129
11	1	ZP:0001192	ZP:0000107
11	2	ZP:0001192	ZP:0000107
11	5	ZP:0001192	ZP:0000107
11	6	ZP:0001192	ZP:0000107
11	14	ZP:0001192	ZP:0000107
11	15	ZP:0001192	ZP:0000107
11	19	ZP:0001192	ZP:0000107
11	20	ZP:0001192	ZP:0000107
11	23	ZP:0001192	ZP:0000107
11	4	ZP:0001211	ZP:0127709
11	6	ZP:0001211	ZP:0127709
11	12	ZP:0001211	ZP:0127709
11	13	ZP:0001211	ZP:0127709
11	14	ZP:0001211	ZP:0127709
11	15	ZP:0001211	ZP:0127709
11	16	ZP:0001211	ZP:0127709
11	18	ZP:0001211	ZP:0127709
11	19	ZP:0001211	ZP:0127709
11	20	ZP:0001211	ZP:0127709
11	22	ZP:0001211	ZP:0127709
11	24	ZP:0001211	ZP:0127709
11	4	ZP:0001609	ZP:0001609
11	13	ZP:0001609	ZP:0001609
11	23	ZP:0001609	ZP:0001609
11	15	ZP:0002008	ZP:0002008
11	9	ZP:0002060	ZP:0002676
11	16	ZP:0002060	ZP:0002676
11	6	ZP:0002311	ZP:0001609
11	26	ZP:0002311	ZP:0001609
11	17	ZP:0002676	ZP:0002676
11	13	ZP:0003437	ZP:0003437
11	6	ZP:0005012	ZP:0127724
11	13	ZP:0005012	ZP:0127724
11	18	ZP:0005012	ZP:0127724
11	22	ZP:0005012	ZP:0127724
11	24	ZP:0005012	ZP:0127724
11	23	ZP:0005125	ZP:0127709
11	9	ZP:0005930	ZP:0000107
11	13	ZP:0005930	ZP:0000107
11	17	ZP:0007203	ZP:0007203
11	19	ZP:0007203	ZP:0007203
11	6	ZP:0009010	ZP:0000624
11	4	ZP:0014550	ZP:0014550
11	5	ZP:0014550	ZP:0014550
11	6	ZP:0014550	ZP:0014550
11	9	ZP:0014550	ZP:0014550
11	11	ZP:0014550	ZP:0014550
11	13	ZP:0014550	ZP:0014550
11	14	ZP:0014550	ZP:0014550
11	16	ZP:0014550	ZP:0014550
11	17	ZP:0014550	ZP:0014550
11	18	ZP:0014550	ZP:0014550
11	22	ZP:0014550	ZP:0014550
11	23	ZP:0014550	ZP:0014550
11	24	ZP:0014550	ZP:0014550
11	20	ZP:0015011	ZP:0007203
11	21	ZP:0015011	ZP:0007203
11	24	ZP:0015011	ZP:0007203
11	15	ZP:0016092	ZP:0002676
11	19	ZP:0016128	ZP:0002008
11	24	ZP:0016128	ZP:0002008
14	3	normal	normal
14	11	normal	normal
14	21	normal	normal
14	25	normal	normal
14	26	normal	normal
14	9	ZP:0000043	ZP:0000943
14	14	ZP:0000043	ZP:0000943
14	15	ZP:0000043	ZP:0000943
14	16	ZP:0000043	ZP:0000943
14	22	ZP:0000043	ZP:0000943
14	6	ZP:0000054	ZP:0001609
14	22	ZP:0000054	ZP:0001609
14	1	ZP:0000054	ZP:0001609
14	2	ZP:0000054	ZP:0001609
14	9	ZP:0000054	ZP:0001609
14	14	ZP:0000054	ZP:0001609
14	16	ZP:0000054	ZP:0001609
14	19	ZP:0000054	ZP:0001609
14	23	ZP:0000054	ZP:0001609
14	6	ZP:0000102	ZP:0002676
14	9	ZP:0000102	ZP:0002676
14	14	ZP:0000102	ZP:0002676
14	16	ZP:0000102	ZP:0002676
14	18	ZP:0000102	ZP:0002676
14	22	ZP:0000102	ZP:0002676
14	13	ZP:0000122	ZP:0000624
14	18	ZP:0000122	ZP:0000624
14	2	ZP:0000398	ZP:0000398
14	6	ZP:0000398	ZP:0000398
14	22	ZP:0000398	ZP:0000398
14	6	ZP:0000473	ZP:0012799
14	9	ZP:0000473	ZP:0012799
14	10	ZP:0000473	ZP:0012799
14	13	ZP:0000473	ZP:0012799
14	14	ZP:0000473	ZP:0012799
14	16	ZP:0000473	ZP:0012799
14	18	ZP:0000473	ZP:0012799
14	19	ZP:0000473	ZP:0012799
14	23	ZP:0000473	ZP:0012799
14	16	ZP:0000624	ZP:0000624
14	4	ZP:0001129	ZP:0001129
14	1	ZP:0001192	ZP:0000107
14	2	ZP:0001192	ZP:0000107
14	4	ZP:0001192	ZP:0000107
14	5	ZP:0001192	ZP:0000107
14	6	ZP:0001192	ZP:0000107
14	9	ZP:0001192	ZP:0000107
14	14	ZP:0001192	ZP:0000107
14	15	ZP:0001192	ZP:0000107
14	16	ZP:0001192	ZP:0000107
14	18	ZP:0001192	ZP:0000107
14	19	ZP:0001192	ZP:0000107
14	20	ZP:0001192	ZP:0000107
14	23	ZP:0001192	ZP:0000107
14	10	ZP:0001211	ZP:0127709
14	12	ZP:0001211	ZP:0127709
14	17	ZP:0001211	ZP:0127709
14	19	ZP:0001211	ZP:0127709
14	23	ZP:0001211	ZP:0127709
14	24	ZP:0001211	ZP:0127709
14	4	ZP:0001609	ZP:0001609
14	6	ZP:0002008	ZP:0002008
14	6	ZP:0002311	ZP:0001609
14	22	ZP:0002311	ZP:0001609
14	2	ZP:0002676	ZP:0002676
14	5	ZP:0002676	ZP:0002676
14	10	ZP:0002676	ZP:0002676
14	13	ZP:0002676	ZP:0002676
14	15	ZP:0002676	ZP:0002676
14	1	ZP:0002944	ZP:0127709
14	4	ZP:0002944	ZP:0127709
14	5	ZP:0002944	ZP:0127709
14	6	ZP:0002944	ZP:0127709
14	9	ZP:0002944	ZP:0127709
14	13	ZP:0002944	ZP:0127709
14	14	ZP:0002944	ZP:0127709
14	15	ZP:0002944	ZP:0127709
14	16	ZP:0002944	ZP:0127709
14	18	ZP:0002944	ZP:0127709
14	20	ZP:0002944	ZP:0127709
14	22	ZP:0002944	ZP:0127709
14	2	ZP:0003437	ZP:0003437
14	6	ZP:0003437	ZP:0003437
14	10	ZP:0003437	ZP:0003437
14	16	ZP:0003437	ZP:0003437
14	18	ZP:0003437	ZP:0003437
14	19	ZP:0003437	ZP:0003437
14	22	ZP:0003437	ZP:0003437
14	23	ZP:0003437	ZP:0003437
14	6	ZP:0004969	ZP:0001129
14	18	ZP:0004969	ZP:0001129
14	6	ZP:0005012	ZP:0127724
14	13	ZP:0005012	ZP:0127724
14	15	ZP:0005012	ZP:0127724
14	18	ZP:0005012	ZP:0127724
14	22	ZP:0005012	ZP:0127724
14	24	ZP:0005012	ZP:0127724
14	13	ZP:0005930	ZP:0000107
14	22	ZP:0005930	ZP:0000107
14	4	ZP:0007203	ZP:0007203
14	5	ZP:0007203	ZP:0007203
14	6	ZP:0007203	ZP:0007203
14	16	ZP:0007203	ZP:0007203
14	19	ZP:0007203	ZP:0007203
14	22	ZP:0007203	ZP:0007203
14	23	ZP:0007203	ZP:0007203
14	22	ZP:0010319	ZP:0001129
14	2	ZP:0014550	ZP:0014550
14	4	ZP:0014550	ZP:0014550
14	5	ZP:0014550	ZP:0014550
14	6	ZP:0014550	ZP:0014550
14	9	ZP:0014550	ZP:0014550
14	14	ZP:0014550	ZP:0014550
14	16	ZP:0014550	ZP:0014550
14	19	ZP:0014550	ZP:0014550
14	20	ZP:0014550	ZP:0014550
14	22	ZP:0014550	ZP:0014550
14	23	ZP:0014550	ZP:0014550
14	18	ZP:0019090	ZP:0015121
14	16	ZP:0127724	ZP:0127724
4	3	normal	normal
4	25	normal	normal
4	1	ZP:0000043	ZP:0000943
4	2	ZP:0000043	ZP:0000943
4	4	ZP:0000043	ZP:0000943
4	5	ZP:0000043	ZP:0000943
4	6	ZP:0000043	ZP:0000943
4	9	ZP:0000043	ZP:0000943
4	13	ZP:0000043	ZP:0000943
4	14	ZP:0000043	ZP:0000943
4	16	ZP:0000043	ZP:0000943
4	18	ZP:0000043	ZP:0000943
4	19	ZP:0000043	ZP:0000943
4	22	ZP:0000043	ZP:0000943
4	23	ZP:0000043	ZP:0000943
4	1	ZP:0000054	ZP:0001609
4	2	ZP:0000054	ZP:0001609
4	5	ZP:0000054	ZP:0001609
4	6	ZP:0000054	ZP:0001609
4	9	ZP:0000054	ZP:0001609
4	14	ZP:0000054	ZP:0001609
4	16	ZP:0000054	ZP:0001609
4	18	ZP:0000054	ZP:0001609
4	19	ZP:0000054	ZP:0001609
4	20	ZP:0000054	ZP:0001609
4	22	ZP:0000054	ZP:0001609
4	23	ZP:0000054	ZP:0001609
4	24	ZP:0000054	ZP:0001609
4	4	ZP:0000100	ZP:0000100
4	5	ZP:0000100	ZP:0000100
4	6	ZP:0000100	ZP:0000100
4	9	ZP:0000100	ZP:0000100
4	13	ZP:0000100	ZP:0000100
4	16	ZP:0000100	ZP:0000100
4	18	ZP:0000100	ZP:0000100
4	19	ZP:0000100	ZP:0000100
4	22	ZP:0000100	ZP:0000100
4	23	ZP:0000100	ZP:0000100
4	1	ZP:0000102	ZP:0002676
4	2	ZP:0000102	ZP:0002676
4	5	ZP:0000102	ZP:0002676
4	6	ZP:0000102	ZP:0002676
4	9	ZP:0000102	ZP:0002676
4	17	ZP:0000102	ZP:0002676
4	18	ZP:0000102	ZP:0002676
4	19	ZP:0000102	ZP:0002676
4	20	ZP:0000102	ZP:0002676
4	21	ZP:0000102	ZP:0002676
4	22	ZP:0000102	ZP:0002676
4	26	ZP:0000102	ZP:0002676
4	2	ZP:0000107	ZP:0000107
4	6	ZP:0000398	ZP:0000398
4	22	ZP:0000398	ZP:0000398
4	9	ZP:0000473	ZP:0012799
4	10	ZP:0000473	ZP:0012799
4	14	ZP:0000473	ZP:0012799
4	16	ZP:0000473	ZP:0012799
4	18	ZP:0000473	ZP:0012799
4	19	ZP:0000473	ZP:0012799
4	20	ZP:0000473	ZP:0012799
4	23	ZP:0000473	ZP:0012799
4	24	ZP:0000473	ZP:0012799
4	13	ZP:0000624	ZP:0000624
4	18	ZP:0000624	ZP:0000624
4	4	ZP:0000916	ZP:0007203
4	5	ZP:0000916	ZP:0007203
4	6	ZP:0000916	ZP:0007203
4	9	ZP:0000916	ZP:0007203
4	14	ZP:0000916	ZP:0007203
4	15	ZP:0000916	ZP:0007203
4	16	ZP:0000916	ZP:0007203
4	19	ZP:0000916	ZP:0007203
4	22	ZP:0000916	ZP:0007203
4	23	ZP:0000916	ZP:0007203
4	9	ZP:0001130	ZP:0001129
4	18	ZP:0001130	ZP:0001129
4	19	ZP:0001130	ZP:0001129
4	1	ZP:0001192	ZP:0000107
4	4	ZP:0001192	ZP:0000107
4	5	ZP:0001192	ZP:0000107
4	6	ZP:0001192	ZP:0000107
4	9	ZP:0001192	ZP:0000107
4	14	ZP:0001192	ZP:0000107
4	15	ZP:0001192	ZP:0000107
4	16	ZP:0001192	ZP:0000107
4	18	ZP:0001192	ZP:0000107
4	19	ZP:0001192	ZP:0000107
4	22	ZP:0001192	ZP:0000107
4	23	ZP:0001192	ZP:0000107
4	1	ZP:0001211	ZP:0127709
4	2	ZP:0001211	ZP:0127709
4	4	ZP:0001211	ZP:0127709
4	5	ZP:0001211	ZP:0127709
4	6	ZP:0001211	ZP:0127709
4	9	ZP:0001211	ZP:0127709
4	10	ZP:0001211	ZP:0127709
4	12	ZP:0001211	ZP:0127709
4	13	ZP:0001211	ZP:0127709
4	14	ZP:0001211	ZP:0127709
4	15	ZP:0001211	ZP:0127709
4	16	ZP:0001211	ZP:0127709
4	17	ZP:0001211	ZP:0127709
4	18	ZP:0001211	ZP:0127709
4	19	ZP:0001211	ZP:0127709
4	20	ZP:0001211	ZP:0127709
4	22	ZP:0001211	ZP:0127709
4	23	ZP:0001211	ZP:0127709
4	24	ZP:0001211	ZP:0127709
4	22	ZP:0001601	ZP:0001601
4	13	ZP:0002008	ZP:0002008
4	15	ZP:0002008	ZP:0002008
4	16	ZP:0002008	ZP:0002008
4	18	ZP:0002008	ZP:0002008
4	19	ZP:0002008	ZP:0002008
4	22	ZP:0002008	ZP:0002008
4	10	ZP:0002060	ZP:0002676
4	13	ZP:0002060	ZP:0002676
4	14	ZP:0002060	ZP:0002676
4	15	ZP:0002060	ZP:0002676
4	16	ZP:0002060	ZP:0002676
4	6	ZP:0002311	ZP:0001609
4	22	ZP:0002311	ZP:0001609
4	26	ZP:0002311	ZP:0001609
4	6	ZP:0003437	ZP:0003437
4	13	ZP:0003437	ZP:0003437
4	16	ZP:0003437	ZP:0003437
4	18	ZP:0003437	ZP:0003437
4	19	ZP:0003437	ZP:0003437
4	22	ZP:0003437	ZP:0003437
4	4	ZP:0004969	ZP:0001129
4	18	ZP:0004969	ZP:0001129
4	4	ZP:0005012	ZP:0127724
4	6	ZP:0005012	ZP:0127724
4	10	ZP:0005012	ZP:0127724
4	13	ZP:0005012	ZP:0127724
4	15	ZP:0005012	ZP:0127724
4	16	ZP:0005012	ZP:0127724
4	18	ZP:0005012	ZP:0127724
4	19	ZP:0005012	ZP:0127724
4	22	ZP:0005012	ZP:0127724
4	24	ZP:0005012	ZP:0127724
4	11	ZP:0005125	ZP:0127709
4	13	ZP:0005930	ZP:0000107
4	15	ZP:0006124	ZP:0002676
4	4	ZP:0010319	ZP:0001129
4	6	ZP:0010319	ZP:0001129
4	10	ZP:0010319	ZP:0001129
4	24	ZP:0010319	ZP:0001129
4	6	ZP:0012799	ZP:0012799
4	1	ZP:0014550	ZP:0014550
4	2	ZP:0014550	ZP:0014550
4	4	ZP:0014550	ZP:0014550
4	5	ZP:0014550	ZP:0014550
4	6	ZP:0014550	ZP:0014550
4	9	ZP:0014550	ZP:0014550
4	13	ZP:0014550	ZP:0014550
4	14	ZP:0014550	ZP:0014550
4	15	ZP:0014550	ZP:0014550
4	16	ZP:0014550	ZP:0014550
4	17	ZP:0014550	ZP:0014550
4	18	ZP:0014550	ZP:0014550
4	19	ZP:0014550	ZP:0014550
4	20	ZP:0014550	ZP:0014550
4	21	ZP:0014550	ZP:0014550
4	22	ZP:0014550	ZP:0014550
4	23	ZP:0014550	ZP:0014550
4	24	ZP:0014550	ZP:0014550
4	17	ZP:0015011	ZP:0007203
4	24	ZP:0015011	ZP:0007203
4	6	ZP:0016092	ZP:0002676
4	9	ZP:0016092	ZP:0002676
4	14	ZP:0016092	ZP:0002676
4	16	ZP:0016092	ZP:0002676
4	17	ZP:0016092	ZP:0002676
4	18	ZP:0016092	ZP:0002676
4	19	ZP:0016092	ZP:0002676
4	20	ZP:0016092	ZP:0002676
4	22	ZP:0016092	ZP:0002676
4	23	ZP:0016092	ZP:0002676
4	1	ZP:0016128	ZP:0002008
4	2	ZP:0016128	ZP:0002008
4	4	ZP:0016128	ZP:0002008
4	5	ZP:0016128	ZP:0002008
4	6	ZP:0016128	ZP:0002008
4	2	ZP:0127724	ZP:0127724
15	3	normal	normal
15	21	normal	normal
15	25	normal	normal
15	26	normal	normal
15	4	ZP:0000107	ZP:0000107
15	9	ZP:0000473	ZP:0012799
15	14	ZP:0000473	ZP:0012799
15	16	ZP:0000473	ZP:0012799
15	18	ZP:0000473	ZP:0012799
15	19	ZP:0000473	ZP:0012799
15	23	ZP:0000473	ZP:0012799
15	13	ZP:0000627	ZP:0000624
15	18	ZP:0000627	ZP:0000624
15	24	ZP:0000916	ZP:0007203
15	4	ZP:0001129	ZP:0001129
15	1	ZP:0001192	ZP:0000107
15	2	ZP:0001192	ZP:0000107
15	5	ZP:0001192	ZP:0000107
15	6	ZP:0001192	ZP:0000107
15	9	ZP:0001192	ZP:0000107
15	14	ZP:0001192	ZP:0000107
15	15	ZP:0001192	ZP:0000107
15	16	ZP:0001192	ZP:0000107
15	19	ZP:0001192	ZP:0000107
15	20	ZP:0001192	ZP:0000107
15	1	ZP:0001211	ZP:0127709
15	2	ZP:0001211	ZP:0127709
15	5	ZP:0001211	ZP:0127709
15	16	ZP:0001609	ZP:0001609
15	16	ZP:0001610	ZP:0001610
15	6	ZP:0002676	ZP:0002676
15	15	ZP:0002676	ZP:0002676
15	6	ZP:0005012	ZP:0127724
15	13	ZP:0005012	ZP:0127724
15	18	ZP:0005012	ZP:0127724
15	22	ZP:0005012	ZP:0127724
15	11	ZP:0005125	ZP:0127709
15	10	ZP:0012799	ZP:0012799
15	13	ZP:0012799	ZP:0012799
15	4	ZP:0014550	ZP:0014550
15	4	ZP:0127709	ZP:0127709
15	6	ZP:0127709	ZP:0127709
15	9	ZP:0127709	ZP:0127709
15	12	ZP:0127709	ZP:0127709
15	13	ZP:0127709	ZP:0127709
15	15	ZP:0127709	ZP:0127709
15	17	ZP:0127709	ZP:0127709
15	19	ZP:0127709	ZP:0127709
15	20	ZP:0127709	ZP:0127709
15	23	ZP:0127709	ZP:0127709
15	24	ZP:0127709	ZP:0127709
13	3	normal	normal
13	13	Not Available	ZP:0001609
13	15	Not Available	ZP:0002676
13	15	Not Available	ZP:0002008
13	2	Not Available	ZP:0015121
13	13	Not Available	ZP:0001129
13	26	Not Available	ZP:0000100
13	24	Not Available	ZP:0001609
13	1	ZP:0000043	ZP:0000943
13	4	ZP:0000043	ZP:0000943
13	5	ZP:0000043	ZP:0000943
13	6	ZP:0000043	ZP:0000943
13	9	ZP:0000043	ZP:0000943
13	14	ZP:0000043	ZP:0000943
13	16	ZP:0000043	ZP:0000943
13	18	ZP:0000043	ZP:0000943
13	19	ZP:0000043	ZP:0000943
13	22	ZP:0000043	ZP:0000943
13	23	ZP:0000043	ZP:0000943
13	24	ZP:0000043	ZP:0000943
13	1	ZP:0000054	ZP:0001609
13	2	ZP:0000054	ZP:0001609
13	4	ZP:0000054	ZP:0001609
13	5	ZP:0000054	ZP:0001609
13	6	ZP:0000054	ZP:0001609
13	9	ZP:0000054	ZP:0001609
13	14	ZP:0000054	ZP:0001609
13	16	ZP:0000054	ZP:0001609
13	19	ZP:0000054	ZP:0001609
13	22	ZP:0000054	ZP:0001609
13	23	ZP:0000054	ZP:0001609
13	26	ZP:0000100	ZP:0000100
13	1	ZP:0000102	ZP:0002676
13	2	ZP:0000102	ZP:0002676
13	4	ZP:0000102	ZP:0002676
13	5	ZP:0000102	ZP:0002676
13	6	ZP:0000102	ZP:0002676
13	9	ZP:0000102	ZP:0002676
13	10	ZP:0000102	ZP:0002676
13	11	ZP:0000102	ZP:0002676
13	12	ZP:0000102	ZP:0002676
13	13	ZP:0000102	ZP:0002676
13	14	ZP:0000102	ZP:0002676
13	17	ZP:0000102	ZP:0002676
13	18	ZP:0000102	ZP:0002676
13	19	ZP:0000102	ZP:0002676
13	20	ZP:0000102	ZP:0002676
13	21	ZP:0000102	ZP:0002676
13	22	ZP:0000102	ZP:0002676
13	23	ZP:0000102	ZP:0002676
13	24	ZP:0000102	ZP:0002676
13	13	ZP:0000122	ZP:0000624
13	6	ZP:0000306	ZP:0000306
13	18	ZP:0000306	ZP:0000306
13	22	ZP:0000306	ZP:0000306
13	6	ZP:0000398	ZP:0000398
13	14	ZP:0000398	ZP:0000398
13	16	ZP:0000398	ZP:0000398
13	18	ZP:0000398	ZP:0000398
13	19	ZP:0000398	ZP:0000398
13	22	ZP:0000398	ZP:0000398
13	1	ZP:0000473	ZP:0012799
13	2	ZP:0000473	ZP:0012799
13	4	ZP:0000473	ZP:0012799
13	5	ZP:0000473	ZP:0012799
13	6	ZP:0000473	ZP:0012799
13	9	ZP:0000473	ZP:0012799
13	10	ZP:0000473	ZP:0012799
13	11	ZP:0000473	ZP:0012799
13	13	ZP:0000473	ZP:0012799
13	14	ZP:0000473	ZP:0012799
13	16	ZP:0000473	ZP:0012799
13	18	ZP:0000473	ZP:0012799
13	19	ZP:0000473	ZP:0012799
13	20	ZP:0000473	ZP:0012799
13	22	ZP:0000473	ZP:0012799
13	23	ZP:0000473	ZP:0012799
13	24	ZP:0000473	ZP:0012799
13	18	ZP:0000624	ZP:0000624
13	1	ZP:0000916	ZP:0007203
13	2	ZP:0000916	ZP:0007203
13	4	ZP:0000916	ZP:0007203
13	5	ZP:0000916	ZP:0007203
13	6	ZP:0000916	ZP:0007203
13	9	ZP:0000916	ZP:0007203
13	14	ZP:0000916	ZP:0007203
13	19	ZP:0000916	ZP:0007203
13	22	ZP:0000916	ZP:0007203
13	23	ZP:0000916	ZP:0007203
13	13	ZP:0001129	ZP:0001129
13	10	ZP:0001130	ZP:0001129
13	1	ZP:0001192	ZP:0000107
13	2	ZP:0001192	ZP:0000107
13	4	ZP:0001192	ZP:0000107
13	5	ZP:0001192	ZP:0000107
13	6	ZP:0001192	ZP:0000107
13	9	ZP:0001192	ZP:0000107
13	14	ZP:0001192	ZP:0000107
13	15	ZP:0001192	ZP:0000107
13	16	ZP:0001192	ZP:0000107
13	18	ZP:0001192	ZP:0000107
13	19	ZP:0001192	ZP:0000107
13	20	ZP:0001192	ZP:0000107
13	21	ZP:0001192	ZP:0000107
13	23	ZP:0001192	ZP:0000107
13	1	ZP:0001211	ZP:0127709
13	2	ZP:0001211	ZP:0127709
13	4	ZP:0001211	ZP:0127709
13	5	ZP:0001211	ZP:0127709
13	6	ZP:0001211	ZP:0127709
13	9	ZP:0001211	ZP:0127709
13	10	ZP:0001211	ZP:0127709
13	12	ZP:0001211	ZP:0127709
13	13	ZP:0001211	ZP:0127709
13	14	ZP:0001211	ZP:0127709
13	15	ZP:0001211	ZP:0127709
13	16	ZP:0001211	ZP:0127709
13	17	ZP:0001211	ZP:0127709
13	18	ZP:0001211	ZP:0127709
13	19	ZP:0001211	ZP:0127709
13	20	ZP:0001211	ZP:0127709
13	22	ZP:0001211	ZP:0127709
13	23	ZP:0001211	ZP:0127709
13	24	ZP:0001211	ZP:0127709
13	22	ZP:0001601	ZP:0001601
13	13	ZP:0001609	ZP:0001609
13	15	ZP:0001609	ZP:0001609
13	24	ZP:0001609	ZP:0001609
13	4	ZP:0002008	ZP:0002008
13	6	ZP:0002008	ZP:0002008
13	9	ZP:0002008	ZP:0002008
13	15	ZP:0002008	ZP:0002008
13	16	ZP:0002008	ZP:0002008
13	18	ZP:0002008	ZP:0002008
13	22	ZP:0002008	ZP:0002008
13	16	ZP:0002060	ZP:0002676
13	6	ZP:0002311	ZP:0001609
13	22	ZP:0002311	ZP:0001609
13	6	ZP:0003437	ZP:0003437
13	13	ZP:0003437	ZP:0003437
13	16	ZP:0004969	ZP:0001129
13	2	ZP:0005012	ZP:0127724
13	6	ZP:0005012	ZP:0127724
13	13	ZP:0005012	ZP:0127724
13	18	ZP:0005012	ZP:0127724
13	22	ZP:0005012	ZP:0127724
13	11	ZP:0005125	ZP:0127709
13	13	ZP:0005930	ZP:0000107
13	22	ZP:0007632	ZP:0000624
13	6	ZP:0009010	ZP:0000624
13	4	ZP:0010319	ZP:0001129
13	6	ZP:0010319	ZP:0001129
13	22	ZP:0010319	ZP:0001129
13	24	ZP:0010319	ZP:0001129
13	4	ZP:0014550	ZP:0014550
13	5	ZP:0014550	ZP:0014550
13	6	ZP:0014550	ZP:0014550
13	9	ZP:0014550	ZP:0014550
13	10	ZP:0014550	ZP:0014550
13	11	ZP:0014550	ZP:0014550
13	12	ZP:0014550	ZP:0014550
13	13	ZP:0014550	ZP:0014550
13	14	ZP:0014550	ZP:0014550
13	15	ZP:0014550	ZP:0014550
13	16	ZP:0014550	ZP:0014550
13	17	ZP:0014550	ZP:0014550
13	18	ZP:0014550	ZP:0014550
13	19	ZP:0014550	ZP:0014550
13	20	ZP:0014550	ZP:0014550
13	21	ZP:0014550	ZP:0014550
13	22	ZP:0014550	ZP:0014550
13	23	ZP:0014550	ZP:0014550
13	24	ZP:0014550	ZP:0014550
13	25	ZP:0014550	ZP:0014550
13	26	ZP:0014550	ZP:0014550
13	13	ZP:0015011	ZP:0007203
13	16	ZP:0015011	ZP:0007203
13	24	ZP:0015011	ZP:0007203
13	15	ZP:0016092	ZP:0002676
13	18	ZP:0016092	ZP:0002676
13	22	ZP:0016092	ZP:0002676
13	5	ZP:0016128	ZP:0002008
